model_id,sae_release,model_depth,layer_depth_fraction,layer_stage,layer,feature_id,activation_count,activation_frequency,mean_all_activation,mean_magnitude,mean_positive_activation,max_activation,top20_mean_activation,top100_mean_activation,activation_gini,document_frequency,mean_token_peak,global_dominance_score,policy_specific_score,layer_unique_score,max_cross_layer_decoder_cosine,ranking_family,rank,score,catalog_key,decoder_tensor_key,causal_badge,best_proxy_x,best_proxy_test_auc,best_proxy_validated_auc,best_proxy_contrast,generated_name,generated_rationale,template_summary,semantic_tag,best_proxy_y,faithfulness_score,boundary_text
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,7877,2891,1.0,127.11377,127.11377,127.11376902455898,127.15662,127.1566390991211,127.15653991699219,9.395936816571121e-05,331,127.11540401093237,127.11376902455898,0.0,0.0,0.2011174112558365,global_dominance,11,127.11376902455898,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_7877|global_dominance,layer_20_feature_7877,,interpretability,0.640958904109589,0.42372881355932207,0.0009262352658991228,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,13399,2891,1.0,114.8723,114.8723,114.87229764787271,114.957985,114.95799255371094,114.95800018310547,0.00016980862354741186,331,114.87404487950296,114.87229764787271,0.0,0.0,0.14255346357822418,global_dominance,12,114.87229764787271,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_13399|global_dominance,layer_20_feature_13399,,interpretability,0.6713698630136986,0.4299435028248588,0.0019471017937911185,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,11519,2891,1.0,111.236435,111.236435,111.236434192321,111.25587,111.25587463378906,111.25586700439453,0.00011149147585755293,331,111.23827724133508,111.236434192321,0.0,0.0,0.35405290126800537,global_dominance,13,111.236434192321,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_11519|global_dominance,layer_20_feature_11519,,bias,0.5455146572625083,0.5142661179698217,0.0009133637841068097,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,12831,2891,1.0,110.98919,110.98919,110.98919059149084,110.98988,110.98988342285156,110.98994445800781,4.932606746599602e-06,331,110.98918977075694,110.98919059149084,0.0,0.0,0.09924166649580002,global_dominance,14,110.98919059149084,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_12831|global_dominance,layer_20_feature_12831,,discrimination,0.5630285714285714,0.33287971905179986,-0.0004379923750714558,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,4252,2891,1.0,110.79984,110.79984,110.79984218263577,110.82198,110.8219985961914,110.82199096679688,5.207391167642269e-05,331,110.80017432124093,110.79984218263577,0.0,0.0,0.5917864441871643,global_dominance,15,110.79984218263577,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_4252|global_dominance,layer_20_feature_4252,,interpretability,0.640958904109589,0.42372881355932207,0.00033515796326754384,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,14555,2891,1.0,104.16452,104.16452,104.1645191975095,104.18634,104.18631744384766,104.18643188476562,0.0001625411622525966,331,104.16329179392352,104.1645191975095,0.0,0.0,0.24556288123130798,global_dominance,16,104.1645191975095,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_14555|global_dominance,layer_20_feature_14555,,bias,0.5659025787965616,0.493758573388203,0.0007624080525108831,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,10787,2891,1.0,103.27657,103.27657,103.27656952611554,103.41726,103.41725158691406,103.41728210449219,0.00040610280172088037,331,103.27484480528962,103.27656952611554,0.0,0.0,0.5211125016212463,global_dominance,17,103.27656952611554,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_10787|global_dominance,layer_20_feature_10787,,interpretability,0.640958904109589,0.42372881355932207,0.0033885219640899123,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,3600,2891,1.0,101.68343,101.68343,101.68343566240056,101.69885,101.6988525390625,101.69884490966797,0.00010713543165190355,331,101.68341915271803,101.68343566240056,0.0,0.0,0.37255701422691345,global_dominance,18,101.68343566240056,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_3600|global_dominance,layer_20_feature_3600,,bias,0.5455146572625083,0.5142661179698217,0.0008075391475240982,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,5273,2891,1.0,99.522354,99.522354,99.52235385679695,99.56094,99.56092834472656,99.56092834472656,0.0002779899599288002,331,99.52196486323649,99.52235385679695,0.0,0.0,0.38964927196502686,global_dominance,19,99.52235385679695,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_5273|global_dominance,layer_20_feature_5273,,bias,0.5455146572625083,0.5142661179698217,0.002116378860094061,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,10440,2891,1.0,96.31685,96.31685,96.31684538222069,137.11331,134.85997009277344,128.18846130371094,0.09891309251823187,331,106.01750984928032,96.31684538222069,0.0,0.0,0.8072460293769836,global_dominance,20,96.31684538222069,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_10440|global_dominance,layer_20_feature_10440,,interpretability,0.5591780821917807,0.6467043314500942,-6.586049933182566,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,6278,2891,1.0,94.73162,94.73162,94.73162400553441,94.76745,94.76744842529297,94.76748657226562,0.0002643385264496879,331,94.73198439216416,94.73162400553441,0.0,0.0,0.1898888796567917,global_dominance,21,94.73162400553441,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_6278|global_dominance,layer_20_feature_6278,,bias,0.5659025787965616,0.493758573388203,0.0016823384299207089,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,2343,2891,1.0,91.78271,91.78271,91.78270927014874,91.86714,91.86715698242188,91.86717987060547,0.00025066394589353687,331,91.78497311286306,91.78270927014874,0.0,0.0,0.3510589897632599,global_dominance,22,91.78270927014874,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_2343|global_dominance,layer_20_feature_2343,,interpretability,0.640958904109589,0.42372881355932207,0.0016198409231085527,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,1104,2891,1.0,90.54559,90.54559,90.54559408509166,90.585266,90.58524322509766,90.5853042602539,0.00013299530938816202,331,90.54456257828376,90.54559408509166,0.0,0.0,0.3152678310871124,global_dominance,23,90.54559408509166,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_1104|global_dominance,layer_20_feature_1104,,interpretability,0.6713698630136986,0.4299435028248588,0.0010151110197368421,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,9923,2891,1.0,89.47493,89.47493,89.47492757696298,89.49748,89.49746704101562,89.49748992919922,0.00019326295209779655,331,89.47282261091382,89.47492757696298,0.0,0.0,0.2996736764907837,global_dominance,24,89.47492757696298,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_9923|global_dominance,layer_20_feature_9923,,bias,0.5455146572625083,0.5142661179698217,0.0012324698528840175,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,11180,2891,1.0,88.652794,88.652794,88.65279639398132,144.48901,135.65408325195312,127.8441390991211,0.11725699377821025,331,101.07849169705821,88.65279639398132,0.0,0.0,0.9636055827140808,global_dominance,25,88.65279639398132,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_11180|global_dominance,layer_20_feature_11180,,transparency,0.5857348703170028,0.46362136213621363,0.6014534427273658,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,6106,2891,1.0,87.75051,87.75051,87.75050804219993,87.85021,87.85021209716797,87.85015869140625,0.0007795322852562429,331,87.75288566607828,87.75050804219993,0.0,0.0,0.27667298913002014,global_dominance,26,87.75050804219993,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_6106|global_dominance,layer_20_feature_6106,,bias,0.5455146572625083,0.5142661179698217,0.004944644757171175,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,3803,2891,1.0,87.689514,87.689514,87.68951595468695,87.729,87.72899627685547,87.72896575927734,0.00011644255732497342,331,87.68983156249746,87.68951595468695,0.0,0.0,0.22311273217201233,global_dominance,27,87.68951595468695,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_3803|global_dominance,layer_20_feature_3803,,interpretability,0.640958904109589,0.42372881355932207,0.0005594889322916666,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,9232,2891,1.0,87.29149,87.29149,87.29149191456243,87.32864,87.32862854003906,87.32865142822266,9.074564364205103e-05,331,87.29215723154496,87.29149191456243,0.0,0.0,0.21670463681221008,global_dominance,28,87.29149191456243,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_9232|global_dominance,layer_20_feature_9232,,interpretability,0.640958904109589,0.42372881355932207,7.334926672149123e-05,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,7245,2891,1.0,86.805374,86.805374,86.80537659979245,86.82897,86.82897186279297,86.82901000976562,0.00019266178317010394,331,86.8063596859394,86.80537659979245,0.0,0.0,0.23497220873832703,global_dominance,29,86.80537659979245,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_7245|global_dominance,layer_20_feature_7245,,bias,0.5659025787965616,0.493758573388203,0.0006904791836714864,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,24,2891,1.0,85.87803,85.87803,85.87803203908682,85.882484,85.88247680664062,85.88243865966797,1.2136123831638359e-05,331,85.88021554811556,85.87803203908682,0.0,0.0,0.20772744715213776,global_dominance,30,85.87803203908682,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_24|global_dominance,layer_20_feature_24,,discrimination,0.5630285714285714,0.33287971905179986,-0.5243499569776582,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,11107,2891,1.0,85.527176,85.527176,85.52717485299205,85.563866,85.56385040283203,85.56391906738281,8.365743118075109e-05,331,85.52881263142747,85.52717485299205,0.0,0.0,0.608924925327301,global_dominance,31,85.52717485299205,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_11107|global_dominance,layer_20_feature_11107,,interpretability,0.6724657534246575,0.3843691148775894,-1.50003158837034,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,13485,2891,1.0,85.39774,85.39774,85.39774299550328,85.43799,85.43798828125,85.4379653930664,0.00012042857368372641,331,85.39848057631474,85.39774299550328,0.0,0.0,0.5972209572792053,global_dominance,32,85.39774299550328,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_13485|global_dominance,layer_20_feature_13485,,discrimination,0.5910285714285715,0.36470588235294116,-1.0445271468744046,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,3113,2891,1.0,84.894554,84.894554,84.89455421999308,84.999664,84.99964904785156,84.99961853027344,0.00027253181841653946,331,84.8946675389526,84.89455421999308,0.0,0.0,0.7460415363311768,global_dominance,33,84.89455421999308,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_3113|global_dominance,layer_20_feature_3113,,privacy,0.5900601311953353,0.5876968636424821,1.8574837763757164,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,12208,2891,1.0,83.39488,83.39488,83.39488390695261,83.41839,83.41837310791016,83.41842651367188,0.00021099279382670065,331,83.41261227925618,83.39488390695261,0.0,0.0,0.24625331163406372,global_dominance,34,83.39488390695261,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_12208|global_dominance,layer_20_feature_12208,,bias,0.5233634560282124,0.47527434842249655,1.6600674301830691,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,6664,2891,1.0,83.33166,83.33166,83.33165427187824,83.35263,83.35264587402344,83.35256958007812,6.030097051220643e-05,331,83.35263061523438,83.33165427187824,0.0,0.0,0.18910633027553558,global_dominance,35,83.33165427187824,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_6664|global_dominance,layer_20_feature_6664,,interpretability,0.5376712328767124,0.4915254237288136,1.4623268528988487,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,11933,2891,1.0,82.307205,82.307205,82.30720879453476,82.349655,82.34964752197266,82.34961700439453,0.0003549822456566931,331,0.0,82.30720879453476,0.0,0.0,0.6400057077407837,global_dominance,36,82.30720879453476,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_11933|global_dominance,layer_20_feature_11933,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,12263,2891,1.0,82.10002,82.10002,82.10001945693531,82.12615,82.12613677978516,82.1260757446289,5.3262608259809985e-05,331,0.0,82.10001945693531,0.0,0.0,0.22029028832912445,global_dominance,37,82.10001945693531,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_12263|global_dominance,layer_20_feature_12263,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,13686,2891,1.0,80.15052,80.15052,80.15052101349015,80.17376,80.17374420166016,80.1738052368164,0.00020325214635805348,331,0.0,80.15052101349015,0.0,0.0,0.18690818548202515,global_dominance,38,80.15052101349015,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_13686|global_dominance,layer_20_feature_13686,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,6493,2891,1.0,79.554825,79.554825,79.5548253199585,79.655045,79.65503692626953,79.6551513671875,0.0003763762636684882,331,0.0,79.5548253199585,0.0,0.0,0.2744844853878021,global_dominance,39,79.5548253199585,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_6493|global_dominance,layer_20_feature_6493,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,9057,2891,1.0,78.514,78.514,78.51399818401937,78.53699,78.5369873046875,78.53707885742188,0.0001962683911570102,331,0.0,78.51399818401937,0.0,0.0,0.45106375217437744,global_dominance,40,78.51399818401937,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_9057|global_dominance,layer_20_feature_9057,,interpretability,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,6505,2891,1.0,78.38202,78.38202,78.38202071082671,78.447845,78.44786071777344,78.44778442382812,0.0002495160638869419,331,0.0,78.38202071082671,0.0,0.0,0.11737729609012604,global_dominance,41,78.38202071082671,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_6505|global_dominance,layer_20_feature_6505,,discrimination,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,13034,2891,1.0,77.70462,77.70462,77.70461669837427,77.73962,77.73961639404297,77.7396469116211,0.00030461694892739577,331,0.0,77.70461669837427,0.0,0.0,0.551683783531189,global_dominance,42,77.70461669837427,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_13034|global_dominance,layer_20_feature_13034,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,9008,2891,1.0,77.120636,77.120636,77.12063840366655,77.45111,77.15411376953125,77.14167785644531,0.00017017508538053714,331,0.0,77.12063840366655,0.0,0.0,0.3528180718421936,global_dominance,43,77.12063840366655,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_9008|global_dominance,layer_20_feature_9008,,privacy,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,7324,2891,1.0,76.104515,76.104515,76.10451617087513,76.1336,76.13358306884766,76.1336669921875,0.00028146681346899845,331,0.0,76.10451617087513,0.0,0.0,0.16988536715507507,global_dominance,44,76.10451617087513,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_7324|global_dominance,layer_20_feature_7324,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,5340,2891,1.0,75.81333,75.81333,75.8133323244552,75.826584,75.82657623291016,75.82662963867188,0.00013111025974265415,331,0.0,75.8133323244552,0.0,0.0,0.17902910709381104,global_dominance,45,75.8133323244552,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_5340|global_dominance,layer_20_feature_5340,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,9115,2891,1.0,74.59436,74.59436,74.59436073158076,74.60425,74.604248046875,74.60435485839844,0.00010932486457422307,331,0.0,74.59436073158076,0.0,0.0,0.11145856231451035,global_dominance,46,74.59436073158076,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_9115|global_dominance,layer_20_feature_9115,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,14827,2891,1.0,73.439125,73.439125,73.43912141127637,73.44193,73.44192504882812,73.44190216064453,3.79932427144504e-06,331,0.0,73.43912141127637,0.0,0.0,0.1694718301296234,global_dominance,47,73.43912141127637,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_14827|global_dominance,layer_20_feature_14827,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,14028,2891,1.0,72.84306,72.84306,72.84306360255967,72.8963,72.89628601074219,72.89635467529297,0.00020506620921098583,331,0.0,72.84306360255967,0.0,0.0,0.09639479219913483,global_dominance,48,72.84306360255967,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_14028|global_dominance,layer_20_feature_14028,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,11161,2891,1.0,71.67485,71.67485,71.67485299204428,71.69119,71.69117736816406,71.69126892089844,0.00014651115800483024,331,0.0,71.67485299204428,0.0,0.0,0.16847488284111023,global_dominance,49,71.67485299204428,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_11161|global_dominance,layer_20_feature_11161,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.4878048780487805,mid,20,10192,2891,1.0,71.601265,71.601265,71.60126253891387,71.646034,71.64603424072266,71.64600372314453,0.00018056682532207683,331,0.0,71.60126253891387,0.0,0.0,0.11086900532245636,global_dominance,50,71.60126253891387,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_20|feature_10192|global_dominance,layer_20_feature_10192,,bias,0.5,0.5,0.0,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.5853658536585366,mid,24,1927,2891,1.0,1671.156,1671.156,1671.1560013836042,1681.2961,1681.2965087890625,1681.2967529296875,0.0018113522238685593,331,1671.1664290848755,1671.1560013836042,0.0,0.0,0.9570736885070801,global_dominance,1,1671.1560013836042,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_24|feature_1927|global_dominance,layer_24_feature_1927,,interpretability,0.6713698630136986,0.4299435028248588,0.25345651726973684,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.5853658536585366,mid,24,9548,2891,1.0,458.09924,458.09924,458.0992303701141,460.68124,460.6812438964844,460.6810302734375,0.0016779277382335046,331,458.10491743849786,458.0992303701141,0.0,0.0,0.4355739951133728,global_dominance,2,458.0992303701141,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_24|feature_9548|global_dominance,layer_24_feature_9548,,interpretability,0.6713698630136986,0.4299435028248588,0.06442903217516448,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.5853658536585366,mid,24,13026,2891,1.0,235.26625,235.26625,235.26625735039778,235.43036,235.4303741455078,235.43023681640625,0.0005033076596077539,331,235.26187608284096,235.26625735039778,0.0,0.0,0.367754191160202,global_dominance,3,235.26625735039778,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_24|feature_13026|global_dominance,layer_24_feature_13026,,bias,0.5659025787965616,0.493758573388203,0.008273603904306592,,,,,,,
google/gemma-2-9b,gemma-scope-9b-pt-res-canonical,42,0.5853658536585366,mid,24,938,2891,1.0,233.10849,233.10849,233.108483223798,265.29898,264.85260009765625,263.6661071777344,0.05894247709050362,331,233.10899711933484,233.108483223798,0.0,0.0,0.8072460293769836,global_dominance,4,233.108483223798,google/gemma-2-9b|gemma-scope-9b-pt-res-canonical|layer_24|feature_938|global_dominance,layer_24_feature_938,,transparency,0.5985487855084397,0.49222422242224223,2.408088868664157,,,,,,,
